text,target
"[268   3   1   0   1   1   0   0   0   0   1   0   0   1   0   1   2   0
   1   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   1   0   1   2   0   1   0   0   2   0   0   0   0   1   0   0   1
   0   0   0   0   0   1   0   0   3   0   9   8   1   1   0   0   0   0
   0   1   0   1   1   1   1   0   1   1   0   1   0   1   0   3   0   1
   3   0   0   0   0   0   0   0   6   0   1]",1
"[110   1   0   0   2   3   0   0   2   0   2   0   0   0   0   1   0   0
   0   1   0   0   0   0   2   0   0   0   0   0   0   1   0   0   0   1
   0   0   0   0   0   3   0   0   0   0   0   4   0   0   0   0   0   0
   0   0   0   1   0   0   0   0   0   0   0   0   0   1   0   0   0   0
   0   0   0   0   0   0   1   0   0   0   0   0   2   0   0   0   0   1
   0   0   0   0   0   0   0   0   0   0   0]",1
"[143  14   2   0   6   0   3   0   0   2   0   0   3   0   0   0   0   0
   0   1   0   0   1   0   0   0   0   0   0   0   2   0   0   1   0   0
   0   0   0   0   0   1   0   0   0   0   0   0   0   1   1   0   0   0
   0   0   1   0   3   1   0   0   4   0   4   0   0   0   0   2   0   0
   0   0   1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
   0   0   0   0   0   0   0   0   1   0   1]",5
"[68  8  0  0  1  0  0  0  0  0  1  2  0  1  0  0  0  0  0  0  4  0  0  0
  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
  1  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  2  0  0
  0  0  0  0  0]",3
"[129  16   4   0   1   0   1   0   1   1   0   0   2   0   0   0   0   0
   0   0   0   0   0   1   0   1   0   0   1   1   1   0   0   0   0   1
   1   0   0   1   0   0   1   0   1   0   0   0   0   1   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   2   0   1   0   1   0   0   0
   1   0   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   0]",1
"[65  0  0  0  2  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0
  1  2  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  2  0  0  0  0  0
  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[90  2  0  1  0  0  0  0  0  2  0  1  0  0  0  0  0  0  0  1  0  0  0  0
  0  2  0  0  0  1  0  0  1  0  3  0  1  0  1  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  1  1  0  0  0  1  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[94 11  0  1  0  1  1  0  0  0  0  1  0  1  0  0  0  0  0  4  2  0  0  1
  1  1  0  1  1  0  0  0  0  0  1  0  0  0  1  1  0  0  0  1  0  2  1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  1  0  0  0  0  1  2
  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0
  0  0  0  0  0]",3
"[135  40   3   1   4   1   3   0   2   0   0   0   6   0   0   0   0   0
   1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0   0
   0   3   0   0   0   0   1   0   0   0   0   0   0   1   0   1   0   0
   0   0   0   1   0   0   0   0   0   0   0   0   0   1   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0]",1
"[73  5  1  0  3  0  0  1  1  0  3  4  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0
  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0
  0  0  0  0  0]",2
"[218   2   0   0   6   2   1   4   3   3   2   2   0   1   0   0   0   0
   4   0   0   0   0   0   1   1   0   0   1   3   0   2   0   0   1   0
   0   0   0   1   0   0   0   0   0   1   0   1   0   0   0   0   0   2
   0   0   0   1   0   0   0   0   0   1   0   0   0   1   0   0   0   0
   0   2   2   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0
   1   0   1   1   0   0   0   0   0   0   0]",2
"[78 12  0  2  1  0  0  6  1  2  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
"[106  21   0   1   2   0   2   0   1   0   1   2   0   0   0   1   0   3
   0   0   1   0   0   1   1   0   0   0   0   0   0   1   0   0   0   0
   0   0   1   0   1   0   0   2   2   0   2   0   1   0   0   0   0   0
   0   0   2   0   0   2   0   4   0   0   0   1   1   0   0   0   1   0
   0   0   0   1   0   0   0   2   0   0   0   0   0   1   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0]",3
"[120  13   4   3   0   3   3   0   0   0   0   0   0   0   1   1   0   0
   0   0   2   3   0   0   0   0   1   0   1   0   2   0   1   1   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0   0   0
   0   1   1   0   1   0   1   0   0   0   0   0   0   2   0   0   0   2
   0   0   0   0   0   0   0   0   0   0   0]",1
"[99  5  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  2
  1  0  0  0  0  0  0  0  0  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  4
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[67 15  0  2  1  1  0  7  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  1  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
  0  0  0  0  0]",3
"[125   2   0   0   1   3   1   1   0   2   0   0   0   0   0   1   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   3   0   0   0   0
   0   0   0   0   0   0   0   0   2   0   0   0   1   0   0   1   0   0
   0   0   0   1   0   0   0   0   0   0   1   0   0   0   0   0   0   0
   0   0   4   0   0   0   0   0   2   0   0   0   0   4   0   7   1   0
   0   0   0   0   0   0   0   0   1   0   0]",1
"[65  3  2  3  0  0  0  0  1  1  0  0  0  0  1  0  0  0  0  1  0  0  0  0
  1  0  1  0  0  0  1  0  1  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0
  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  2  0  1  0]",1
"[205  26   0   6   0   1   1   2   1   0   0   0   0   0   0   1   1   2
   0   0   0   0   1   0   0   0   0   0   0   0   1   2   2   3   0   1
   1   2   2   1   0   0   1   0   0   0   0   0   0   0   0   0   2   0
   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   1   0   0   0   0   0   0   0   2   0   0   0   0   1   0   0   0
   0   0   0   0   0   0   0   0   1   0   0]",1
"[107   9   1   1   3   1   1   0   2   0   0   0   0   0   2   0   0   0
   0   1   2   1   0   0   0   0   0   1   0   0   1   0   0   0   0   0
   0   0   0   0   1   0   0   0   0   0   0   0   1   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0]",4
"[87  9  0  3  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
  0  0  0  0  0]",3
"[189  19   0   1   1   1   1   0   0   0   1   0   3   3   0   0   1   0
   0   0   0   0   0   0   1   1   0   1   0   1   0   0   1   2   0   0
   1   2   0   2   0   0   1   0   0   0   0   0   0   0   0   0   0   1
   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
   2   0   1   0   0   0   0   0   0   1   0]",1
"[336   1   1   2   1   8   0   1   2   1   4   0   0   2   1   3   0   1
   2   0   0   1   1   0   2   0   0   1   2   0   2   1   0   0   1   2
   2   0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0   1
   1   0   0   0   0   0   1   0   3   0   0   0   0   0   2   0   2   0
   0   1   0   0   1   0   0   0   0   0   0   1   0   0   0   1   0   0
   2   0   1   0   0   0   0   0   1   0   2]",1
"[39  4  0  0  1  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
  0  0  0  0  0  0  0  0  2  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0
  0  1  1  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
  0  0  0  0  0]",1
"[66  8  1  0  2  2  1  2  1  0  2  2  0  0  0  0  0  1  0  0  0  0  0  1
  0  0  1  0  0  0  2  0  0  3  0  0  1  0  0  0  0  0  0  0  0  0  0  0
  1  0  0  0  1  0  1  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  7  0
  0  0  0  0  0]",1
"[401   7   2   1   1   3   0   2   1   3   0   0   0   4   1   0   0   2
   0   0   0   7   0   2   0   2   0   0   1   2   0   5   2   0   0   2
   4   0   0   0   0   0   2   0   0   1   0   0   2   1   0   3   0   7
   0   1   0   4   1   0   0   0   0   0   0   0   1   0   0   0   0   3
   0   0   0   1   0   1   0   0   0   0   2   0   0   0   5   0   0   0
   0   0   1   0   0   0   0   0   0   0   0]",1
"[73 19  1  0  2  1  2  0  0  2  0  0  0  0  0  0  3  1  0  0  0  0  0  1
  0  0  1  0  0  0  0  0  0  0  0  0  0  3  0  0  8  0  1  0  0  0  0  0
  0  0  0  0  0  0  0  0  1  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[149   4   3   0   2   0   1   1   2   1   1   0   0   0   0   0   1   1
   2   2   0   0   0   0   1   1   1   1   0   0   0   1   0   1   0   1
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0]",1
"[165   8   4   1   2   1   1   0   0   0   1   0   3   0   0   0   1   0
   0   0   0   6   0   0   0   1   2   0   0   1   0   0   0   0   0   0
   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   1   0   0   0   0   0   1   0   1   0   0   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   0   0   0   2   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0]",1
"[111   2   1   2   1   0   0   0   0   0   0   1   0   1   0   0   0   0
   0   0   0   2   0   1   0   1   0   0   0   0   0   0   0   0   0   1
   1   0   0   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
   0   0   0   0   0   1   0   0   0   0   0]",1
"[89 10  0  1  0  0  0  0  0  1  0  0  0  0  0  1  0  1  0  0  1  0  0  1
  0  0  0  0  0  0  0  0  1  0  1  1  0  0  2  0  3  0  0  2  1  0  2  0
  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0
  0  0  0  0  0  0  0  1  0  0  1  0  0  1  0  0  0  0  0  0  1  0  0  0
  0  0  0  0  0]",3
"[76  1  2  1  0  0  1  1  1  1  1  0  0  0  0  0  0  0  1  0  0  0  1  1
  0  1  0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  1  0  1  0  0  0  0
  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  2  0  0  0  1  0  1  0  0  0  0  0  0  0  0  1  0  0
  0  0  0  1  0]",1
"[59  3  0  2  0  0  0  0  0  1  0  0  1  0  0  1  0  0  0  0  2  0  0  1
  1  0  0  0  2  0  0  0  0  0  0  1  0  1  0  0  0  1  0  1  0  1  2  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  2  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  2  0  0  0  1
  0  0  0  0  0]",3
"[96  0  0  0  1  0  3  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  2  0  2  1  0  0  1  0  0
  0  1  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  1  1  0  0  0  0
  0  0  0  0  0  1  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  1  0]",1
"[93 17  0  1  1  1  0  5  0  4  0  1  0  0  2  0  0  0  0  0  0  0  0  1
  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
  0  0  0  0  0]",1
"[221   2   3   0   1   1   9   1   1   5   1   0   0   1   0   0   4   0
   1   0   0   1   0   0   0   2   0   1   1   0   0   1   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0
   2   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   1   0   1   0   0   0   0   0   0   2   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   2]",5
"[77  5  0  2  0  0  1  2  1  1  0  1  1  0  0  1  0  2  1  0  0  0  2  0
  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0
  0  0  0  0  1  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  2  0  0  7  0  1  0  0
  1  0  0  0  0]",1
"[158  18   1   1   0   0   0   0   0   1   0   2   1   0   0   0   0   0
   0   0   0   0   1   0   0   1   0   0   0   2   0   1   0   1   0   0
   0   1   0   0   0   0   1   0   0   0   0   1   0   0   1   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   1   0   0   0   0   0   0   0   0   0]",1
"[105   9   2   0   2   0   0   0   0   0   1   1   0   0   0   1   1   0
   0   0   1   0   0   0   1   2   0   1   0   1   0   0   0   0   0   0
   0   0   0   1   0   1   0   2   0   0   1   0   0   1   0   0   0   0
   1   1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
   3   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   1
   1   0   0   0   0   0   0   0   0   0   0]",3
"[64  7  1  1  1  1  1  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0
  1  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  2  0  0  0  0  0
  0  0  0  0  0]",3
"[48  2  0  1  5  0  2  0  0  1  2  0  0  0  0  0  0  0  0  0  1  0  0  0
  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  2  0  0
  0  0  0  0  0]",3
"[83  1  0  4  3  1  1  1  0  0  1  1  0  0  0  0  1  0  0  0  1  0  1  0
  0  0  0  0  0  2  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  2
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0
  1  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
"[111   4   0   1   1   1   0   3   0   3   1   1   0   0   0   0   0   2
   0   0   0   0   0   1   1   0   1   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   2   0   0   0   0   1   0   0   0   1   0
   0   0   0   0   0   0   1   0   0   0   0   0   2   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   2   0   0   0   0   0   0]",1
"[153  39   0   4   0   3   0   2   2   1   0   1   2   0   0   0   1   2
   0   0   1   0   1   0   0   0   0   0   0   0   0   1   0   0   0   0
   1   0   2   0   0   0   0   0   0   0   0   0   0   0   1   0   4   0
   1   0   1   0   0   0   0   0   0   1   0   0   0   4   0   0   0   0
   0   2   0   0   0   0   1   0   0   3   0   1   0   0   0   0   0   0
   0   1   0   0   0   0   0   0   0   0   1]",1
"[95 12  0  1  0  2  0  1  0  0  0  1  0  2  0  2  0  1  0  2  0  0  0  0
  0  0  0  0  2  0  0  1  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0
  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  1  0  0  0  0]",1
"[66 11  0  3  1  0  0  2  0  1  0  1  0  0  1  0  0  0  0  0  0  0  0  0
  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2
  0  0  0  0  0]",3
"[126  18   0   2   1   1   0   0   0   0   1   1   0   0   0   0   0   0
   1   0   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
   0   0   0   1   0   0   0   0   0   0   0   1   0   0   0   0   0   0
   0   1   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0
   0   0   0   0   0   0   0   1   0   0   0]",4
"[79  1  0  0  2  2  0  0  0  0  1  0  0  0  0  2  0  0  0  0  2  0  0  0
  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0
  0  0  0  1  0  0  0  0  1  0  0  0  0  1  0  0  1  1  0  0  0  0  0  0
  2  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
  0  0  0  0  1]",3
"[101   5   1   1   4   0   0   0   0   2   1   0   0   0   2   3   0   0
   0   0   2   0   0   0   0   1   0   0   0   0   0   0   0   0   3   0
   1   0   0   0   1   0   0   0   0   0   0   0   0   1   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   0   0   0   0   0]",3
"[68  2  2  2  0  0  0  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  2  1  0  0  0  0  0  2  0  1  0  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  1  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  1  0  0
  0  0  0  0  0]",1
"[86  3  0  0  1  0  0  0  0  0  1  0  2  1  0  1  0  0  0  0  0  0  0  0
  2  0  0  2  0  0  0  1  0  0  0  0  0  1  0  1  0  1  1  1  0  0  3  0
  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[90  1  3  3  1  3  0  0  1  0  0  0  0  1  0  0  0  0  2  1  0  0  0  2
  1  1  0  1  0  0  0  1  0  0  0  1  1  0  0  1  0  1  0  0  3  0  0  0
  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  1  0
  4  0  0  0  0  2  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1
  0  0  0  0  2]",1
"[75 11  0  4  0  1  1  6  1  0  0  4  0  0  2  1  0  0  0  0  0  0  0  0
  0  1  0  0  1  0  1  0  0  0  0  1  1  0  1  0  4  0  0  0  0  0  0  0
  0  1  1  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",1
"[169   2   2   3   0   2   0   0   2   1   0   0   0   0   1   2   0   2
   0   2   0   0   1   0   1   0   0   1   0   0   0   2   0   0   0   0
   1   0   0   2   0   0   0   0   0   0   0   0   0   0   0   3   0   1
   0   0   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0   0
   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   2
   0   0   0   0   0   0   0   0   0   0   0]",1
"[82  1  1  0  4  0  2  0  0  1  2  0  0  0  1  0  0  0  0  0  1  0  0  0
  0  0  0  1  0  1  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  1  2  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[280  11   6   0   0   2   0   4   7   1   0   0   1   1   2   1   1   2
   3   0   0   4   0   0   0   0   3   0   0   1   0   2   2   2   0   1
   1   0   0   0   0   0   1   1   0   0   0   1   0   0   0   1   2   1
   1   0   0   1   3   1   1   0   2   0   1   0   3   1   1   0   0   0
   0   1   0   0   0   1   0   0   2   0   0   0   0   0   0   0   3   0
   1   0   0   0   0   0   0   0   4   0   0]",1
"[232  10   0   5   3   4   0   0   1   0   2   0   0   1   1   1   5   1
   0   0   0   0   3   0   1   0   0   0   0   0   1   3   0   0   4   0
   2   0   0   1   0   0   1   0   0   0   0   1   0   1   0   0   0   0
   0   0   0   1   0   0   2   0   0   0   0   0   0   1   0   0   0   0
   0   0   1   0   0   0   0   0   1   6   1   1   0   2   1   0   0   0
   0   0   0   0   1   0   0   1   0   1   0]",4
"[213  23   3   2   0   1   1   0   0   3   0   0   7   7   0   0   0   0
   2   0   0   1   5   0   0   1   2   0   0   0   0   0   0   0   1   0
   0   0   0   1   0   0   1   0   0   0   0   1   0   2   0   0   0   0
   1   0   0   0   0   0   0   0   3   0   0   0   0   0   0   0   0   0
   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   1   0   0   0   0   3   0   0   1   0]",5
"[108   1   0   0   5   0   1   3   2   1   4   0   0   0   0   0   0   0
   2   0   0   0   1   0   0   0   1   0   0   0   0   1   0   0   0   0
   1   0   0   2   0   0   1   0   0   0   0   0   0   0   0   0   0   2
   0   0   0   1   0   0   0   0   0   0   0   0   1   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   1   0   0   0   0   0   1   0   1]",2
"[87  5  0  3  0  1  0  1  2  4  0  0  1  1  0  1  0  0  0  0  0  0  0  0
  0  0  0  0  1  0  2  2  0  0  1  1  1  0  1  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0  2
  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
  0  1  0  0  0]",1
"[55  4  0  0  2  1  1  0  0  0  1  0  0  0  0  1  0  0  2  0  1  0  0  0
  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0]",3
"[107  11   4   0   0   0   0   0   2   1   0   0   0   0   0   0   1   0
   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   4   0   1   0   0   0   0   1   0   0   0   1   3   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
   0   0   0   0   0   0   0   0   0   0   1]",1
"[329   5   1   0   3   3   4   3   2   4   2   1   0   5   0   1   0   2
   1   0   1   5   0   0   0   0   2   1   0   1   0   1   1   0   0   2
   0   0   0   3   0   0   0   0   0   0   0   0   2   0   0   3   0   1
   0   0   0   0   2   1   3   0   0   0   2   0   0   1   0   1   0   0
   0   2   2   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0
   1   0   0   0   0   0   0   0   0   2   0]",2
"[79  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0
  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
  0  0  0  0  0]",3
"[104   0   0   0   0   0   0   1   1   2   0   0   0   0   0   0   2   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1
   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   1   0   0   0   0   0   0   0   1]",3
"[129   5   0   0   0   0   0   0   1   1   0   0   0   1   1   1   0   0
   1   0   0   0   0   0   1   1   0   1   0   1   0   0   0   1   4   1
   2   0   1   2   2   1   0   0   2   0   1   0   0   0   0   0   0   2
   0   0   0   0   1   1   0   0   0   0   0   0   0   0   1   0   1   0
   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   1   0   0   0   0   0   0   0   0]",3
